,naics,desc,n_naics
0,11,"Agriculture, forestry, fishing and hunting",6
1,113,Forestry and logging,6
2,1131,Timber tract operations,6
3,11311,Timber tract operations,6
4,113110,Timber tract operations,6
5,1132,Forest nurseries and gathering of forest products,6
6,11321,Forest nurseries and gathering of forest products,6
7,113210,Forest nurseries and gathering of forest products,6
8,1133,Logging,6
9,11331,Logging,6
10,113310,Logging,6
11,114,"Fishing, hunting and trapping",6
12,1141,Fishing,6
13,11411,Fishing,6
14,114112,Shellfish fishing,6
15,114111,Finfish fishing,6
16,114119,Other marine fishing,6
17,1142,Hunting and trapping,6
18,11421,Hunting and trapping,6
19,114210,Hunting and trapping,6
20,115,Support activities for agriculture and forestry,6
21,1151,Support activities for crop production,6
22,11511,Support activities for crop production,6
23,115111,Cotton ginning,6
24,115112,"Soil preparation, planting, and cultivating",6
25,115113,"Crop harvesting, primarily by machine",6
26,115114,Postharvest crop activities (except cotton ginning),6
27,115115,Farm labor contractors and crew leaders,6
28,115116,Farm management services,6
29,1152,Support activities for animal production,6
30,11521,Support activities for animal production,6
31,115210,Support activities for animal production,6
32,1153,Support activities for forestry,6
33,11531,Support activities for forestry,6
34,115310,Support activities for forestry,6
35,21,"Mining, quarrying, and oil and gas extraction",6
36,211,Oil and gas extraction,6
37,2111,Oil and gas extraction,6
38,21111,Oil and gas extraction,6
39,211111,Crude petroleum and natural gas extraction,6
40,211112,Natural gas liquid extraction,6
41,212,Mining (except oil and gas),6
42,2121,Coal mining,6
43,21211,Coal mining,6
44,212111,Bituminous coal and lignite surface mining,6
45,212112,Bituminous coal underground mining,6
46,212113,Anthracite mining,6
47,2122,Metal ore mining,6
48,21221,Iron ore mining,6
49,212210,Iron ore mining,6
50,21222,Gold ore and silver ore mining,6
51,212222,Silver ore mining,6
52,212221,Gold ore mining,6
53,21223,"Copper, nickel, lead, and zinc mining",6
54,212231,Lead ore and zinc ore mining,6
55,212234,Copper ore and nickel ore mining,6
56,212291,Uranium-radium-vanadium ore mining,6
57,21229,Other metal ore mining,6
58,212299,All other metal ore mining,6
59,2123,Nonmetallic mineral mining and quarrying,6
60,21231,Stone mining and quarrying,6
61,212311,Dimension stone mining and quarrying,6
62,212312,Crushed and broken limestone mining and quarrying,6
63,212313,Crushed and broken granite mining and quarrying,6
64,212319,Other crushed and broken stone mining and quarrying,6
65,21232,"Sand, gravel, clay, and ceramic and refractory minerals mining and quarrying",6
66,212321,Construction sand and gravel mining,6
67,212322,Industrial sand mining,6
68,212324,Kaolin and ball clay mining,6
69,212325,Clay and ceramic and refractory minerals mining,6
70,21239,Other nonmetallic mineral mining and quarrying,6
71,212391,"Potash, soda, and borate mineral mining",6
72,212392,Phosphate rock mining,6
73,212393,Other chemical and fertilizer mineral mining,6
74,212399,All other nonmetallic mineral mining,6
75,213,Support activities for mining,6
76,2131,Support activities for mining,6
77,21311,Support activities for mining,6
78,213111,Drilling oil and gas wells,6
79,213112,Support activities for oil and gas operations,6
80,213113,Support activities for coal mining,6
81,213114,Support activities for metal mining,6
82,213115,Support activities for nonmetallic minerals (except fuels) mining,6
83,22,Utilities,6
84,221,Utilities,6
85,2211,"Electric power generation, transmission and distribution",6
86,22111,Electric power generation,6
87,221111,Hydroelectric power generation,6
88,221112,Fossil fuel electric power generation,6
89,221113,Nuclear electric power generation,6
90,221119,Other electric power generation,6
91,221121,Electric bulk power transmission and control,6
92,22112,"Electric power transmission, control, and distribution",6
93,221122,Electric power distribution,6
94,2212,Natural gas distribution,6
95,221210,Natural gas distribution,6
96,22121,Natural gas distribution,6
97,2213,"Water, sewage and other systems",6
98,22131,Water supply and irrigation systems,6
99,23611,Residential building construction,6
100,221310,Water supply and irrigation systems,6
101,236118,Residential remodelers,6
102,22132,Sewage treatment facilities,6
103,2362,Nonresidential building construction,6
104,221320,Sewage treatment facilities,6
105,22133,Steam and air-conditioning supply,6
106,221330,Steam and air-conditioning supply,6
107,23,Construction,6
108,236,Construction of buildings,6
109,2361,Residential building construction,6
110,236115,New single-family housing construction (except operative builders),6
111,236116,New multifamily housing construction (except operative builders),6
112,236117,New housing operative builders,6
113,23622,Commercial and institutional building construction,6
114,2371,Utility system construction,6
115,23621,Industrial building construction,6
116,236210,Industrial building construction,6
117,236220,Commercial and institutional building construction,6
118,237,Heavy and civil engineering construction,6
119,23711,Water and sewer line and related structures construction,6
120,237110,Water and sewer line and related structures construction,6
121,237120,Oil and gas pipeline and related structures construction,6
122,23713,Power and communication line and related structures construction,6
123,237130,Power and communication line and related structures construction,6
124,2372,Land subdivision,6
125,237210,Land subdivision,6
126,23721,Land subdivision,6
127,23712,Oil and gas pipeline and related structures construction,6
128,2373,"Highway, street, and bridge construction",6
129,23731,"Highway, street, and bridge construction",6
130,237310,"Highway, street, and bridge construction",6
131,2379,Other heavy and civil engineering construction,6
132,23799,Other heavy and civil engineering construction,6
133,237990,Other heavy and civil engineering construction,6
134,238,Specialty trade contractors,6
135,2381,"Foundation, structure, and building exterior contractors",6
136,23811,Poured concrete foundation and structure contractors,6
137,23812,Structural steel and precast concrete contractors,6
138,238120,Structural steel and precast concrete contractors,6
139,23813,Framing contractors,6
140,23814,Masonry contractors,6
141,238150,Glass and glazing contractors,6
142,238110,Poured concrete foundation and structure contractors,6
143,238130,Framing contractors,6
144,238140,Masonry contractors,6
145,23815,Glass and glazing contractors,6
146,23816,Roofing contractors,6
147,238160,Roofing contractors,6
148,23817,Siding contractors,6
149,23819,"Other foundation, structure, and building exterior contractors",6
150,238170,Siding contractors,6
151,238190,"Other foundation, structure, and building exterior contractors",6
152,2382,Building equipment contractors,6
153,23821,Electrical contractors and other wiring installation contractors,6
154,238210,Electrical contractors and other wiring installation contractors,6
155,23822,"Plumbing, heating, and air-conditioning contractors",6
156,238220,"Plumbing, heating, and air-conditioning contractors",6
157,23829,Other building equipment contractors,6
158,238290,Other building equipment contractors,6
159,2383,Building finishing contractors,6
160,238310,Drywall and insulation contractors,6
161,23831,Drywall and insulation contractors,6
162,23832,Painting and wall covering contractors,6
163,238320,Painting and wall covering contractors,6
164,23833,Flooring contractors,6
165,238330,Flooring contractors,6
166,238340,Tile and terrazzo contractors,6
167,23834,Tile and terrazzo contractors,6
168,23835,Finish carpentry contractors,6
169,238350,Finish carpentry contractors,6
170,23839,Other building finishing contractors,6
171,238390,Other building finishing contractors,6
172,2389,Other specialty trade contractors,6
173,23891,Site preparation contractors,6
174,238910,Site preparation contractors,6
175,23899,All other specialty trade contractors,6
176,238990,All other specialty trade contractors,6
178,311,Food manufacturing,6
179,3111,Animal food manufacturing,6
180,31111,Animal food manufacturing,6
181,311111,Dog and cat food manufacturing,6
182,311119,Other animal food manufacturing,6
183,3112,Grain and oilseed milling,6
184,31121,Flour milling and malt manufacturing,6
185,311211,Flour milling,6
186,311213,Malt manufacturing,6
187,311212,Rice milling,6
188,31122,Starch and vegetable fats and oils manufacturing,6
189,311221,Wet corn milling,6
190,311222,Soybean processing,6
191,311223,Other oilseed processing,6
192,311225,Fats and oils refining and blending,6
193,31123,Breakfast cereal manufacturing,6
194,311230,Breakfast cereal manufacturing,6
195,3113,Sugar and confectionery product manufacturing,6
196,311340,Nonchocolate confectionery manufacturing,6
197,31131,Sugar manufacturing,6
198,311311,Sugarcane mills,6
199,311312,Cane sugar refining,6
200,311313,Beet sugar manufacturing,6
201,31132,Chocolate and confectionery manufacturing from cacao beans,6
202,311320,Chocolate and confectionery manufacturing from cacao beans,6
203,31133,Confectionery manufacturing from purchased chocolate,6
204,311330,Confectionery manufacturing from purchased chocolate,6
205,31134,Nonchocolate confectionery manufacturing,6
206,3114,Fruit and vegetable preserving and specialty food manufacturing,6
207,31141,Frozen food manufacturing,6
208,311411,"Frozen fruit, juice, and vegetable manufacturing",6
209,311412,Frozen specialty food manufacturing,6
210,31142,"Fruit and vegetable canning, pickling, and drying",6
211,311421,Fruit and vegetable canning,6
212,311422,Specialty canning,6
213,311423,Dried and dehydrated food manufacturing,6
214,311511,Fluid milk manufacturing,6
215,3115,Dairy product manufacturing,6
216,31151,Dairy product (except frozen) manufacturing,6
217,311512,Creamery butter manufacturing,6
218,311513,Cheese manufacturing,6
219,311514,"Dry, condensed, and evaporated dairy product manufacturing",6
220,31152,Ice cream and frozen dessert manufacturing,6
221,3116,Animal slaughtering and processing,6
222,311520,Ice cream and frozen dessert manufacturing,6
223,31161,Animal slaughtering and processing,6
224,311611,Animal (except poultry) slaughtering,6
225,311612,Meat processed from carcasses,6
226,311613,Rendering and meat byproduct processing,6
227,311615,Poultry processing,6
228,3117,Seafood product preparation and packaging,6
229,31171,Seafood product preparation and packaging,6
230,311821,Cookie and cracker manufacturing,6
231,31191,Snack food manufacturing,6
232,311711,Seafood canning,6
233,311712,Fresh and frozen seafood processing,6
234,311911,Roasted nuts and peanut butter manufacturing,6
235,3118,Bakeries and tortilla manufacturing,6
236,311811,Retail bakeries,6
237,31181,Bread and bakery product manufacturing,6
238,311812,Commercial bakeries,6
239,311813,"Frozen cakes, pies, and other pastries manufacturing",6
240,311919,Other snack food manufacturing,6
241,31182,"Cookie, cracker, and pasta manufacturing",6
242,311822,Flour mixes and dough manufacturing from purchased flour,6
243,311823,Dry pasta manufacturing,6
244,31183,Tortilla manufacturing,6
245,311830,Tortilla manufacturing,6
246,3119,Other food manufacturing,6
247,31192,Coffee and tea manufacturing,6
248,311920,Coffee and tea manufacturing,6
249,311930,Flavoring syrup and concentrate manufacturing,6
250,31193,Flavoring syrup and concentrate manufacturing,6
251,311942,Spice and extract manufacturing,6
252,31194,Seasoning and dressing manufacturing,6
253,311941,"Mayonnaise, dressing, and other prepared sauce manufacturing",6
254,31199,All other food manufacturing,6
255,311991,Perishable prepared food manufacturing,6
256,311999,All other miscellaneous food manufacturing,6
257,312,Beverage and tobacco product manufacturing,6
258,3121,Beverage manufacturing,6
259,31211,Soft drink and ice manufacturing,6
260,312111,Soft drink manufacturing,6
261,312112,Bottled water manufacturing,6
262,312113,Ice manufacturing,6
263,31212,Breweries,6
264,312120,Breweries,6
265,31213,Wineries,6
266,312130,Wineries,6
267,31214,Distilleries,6
268,312140,Distilleries,6
269,3122,Tobacco manufacturing,6
270,31221,Tobacco stemming and redrying,6
271,312210,Tobacco stemming and redrying,6
272,31222,Tobacco product manufacturing,6
273,313,Textile mills,6
274,312221,Cigarette manufacturing,6
275,312229,Other tobacco product manufacturing,6
276,3131,"Fiber, yarn, and thread mills",6
277,31311,"Fiber, yarn, and thread mills",6
278,313111,Yarn spinning mills,6
279,313112,"Yarn texturizing, throwing, and twisting mills",6
280,313113,Thread mills,6
281,3132,Fabric mills,6
282,31321,Broadwoven fabric mills,6
283,313210,Broadwoven fabric mills,6
284,31322,Narrow fabric mills and schiffli machine embroidery,6
285,313221,Narrow fabric mills,6
286,313222,Schiffli machine embroidery,6
287,31323,Nonwoven fabric mills,6
288,313230,Nonwoven fabric mills,6
289,31324,Knit fabric mills,6
290,313241,Weft knit fabric mills,6
291,313249,Other knit fabric and lace mills,6
292,3133,Textile and fabric finishing and fabric coating mills,6
293,31331,Textile and fabric finishing mills,6
294,313311,Broadwoven fabric finishing mills,6
295,313312,Textile and fabric finishing (except broadwoven fabric) mills,6
296,31332,Fabric coating mills,6
297,313320,Fabric coating mills,6
298,314,Textile product mills,6
299,3141,Textile furnishings mills,6
300,31411,Carpet and rug mills,6
301,31412,Curtain and linen mills,6
302,314110,Carpet and rug mills,6
303,314121,Curtain and drapery mills,6
304,314129,Other household textile product mills,6
305,315192,Underwear and nightwear knitting mills,6
306,3149,Other textile product mills,6
307,31491,Textile bag and canvas mills,6
308,314911,Textile bag mills,6
309,314912,Canvas and related product mills,6
310,31499,All other textile product mills,6
311,314991,"Rope, cordage, and twine mills",6
312,3152,Cut and sew apparel manufacturing,6
313,314992,Tire cord and tire fabric mills,6
314,314999,All other miscellaneous textile product mills,6
315,315,Apparel manufacturing,6
316,3151,Apparel knitting mills,6
317,31511,Hosiery and sock mills,6
318,315111,Sheer hosiery mills,6
319,315119,Other hosiery and sock mills,6
320,31519,Other apparel knitting mills,6
321,315191,Outerwear knitting mills,6
322,31521,Cut and sew apparel contractors,6
323,315211,Men's and boys' cut and sew apparel contractors,6
324,315212,"Women's, girls', and infants' cut and sew apparel contractors",6
325,31522,Men's and boys' cut and sew apparel manufacturing,6
326,315221,Men's and boys' cut and sew underwear and nightwear manufacturing,6
327,315222,"Men's and boys' cut and sew suit, coat, and overcoat manufacturing",6
328,315225,Men's and boys' cut and sew work clothing manufacturing,6
329,315228,Men's and boys' cut and sew other outerwear manufacturing,6
330,315223,Men's and boys' cut and sew shirt (except work shirt) manufacturing,6
331,315224,"Men's and boys' cut and sew trouser, slack, and jean manufacturing",6
332,31523,Women's and girls' cut and sew apparel manufacturing,6
333,315231,"Women's and girls' cut and sew lingerie, loungewear, and nightwear manufacturing",6
334,315232,Women's and girls' cut and sew blouse and shirt manufacturing,6
335,315233,Women's and girls' cut and sew dress manufacturing,6
336,315234,"Women's and girls' cut and sew suit, coat, tailored jacket, and skirt manufacturing",6
337,315239,Women's and girls' cut and sew other outerwear manufacturing,6
338,31529,Other cut and sew apparel manufacturing,6
339,315291,Infants' cut and sew apparel manufacturing,6
340,315292,Fur and leather apparel manufacturing,6
341,315299,All other cut and sew apparel manufacturing,6
342,3159,Apparel accessories and other apparel manufacturing,6
343,3162,Footwear manufacturing,6
344,31599,Apparel accessories and other apparel manufacturing,6
345,315991,"Hat, cap, and millinery manufacturing",6
346,315992,Glove and mitten manufacturing,6
347,315993,Men's and boys' neckwear manufacturing,6
348,315999,Other apparel accessories and other apparel manufacturing,6
349,316,Leather and allied product manufacturing,6
350,3161,Leather and hide tanning and finishing,6
351,31611,Leather and hide tanning and finishing,6
352,316110,Leather and hide tanning and finishing,6
353,31621,Footwear manufacturing,6
354,316211,Rubber and plastics footwear manufacturing,6
355,316212,House slipper manufacturing,6
356,316213,Men's footwear (except athletic) manufacturing,6
357,3169,Other leather and allied product manufacturing,6
358,31699,Other leather and allied product manufacturing,6
359,316214,Women's footwear (except athletic) manufacturing,6
360,316219,Other footwear manufacturing,6
361,316991,Luggage manufacturing,6
362,316992,Women's handbag and purse manufacturing,6
363,316993,Personal leather good (except women's handbag and purse) manufacturing,6
364,316999,All other leather good and allied product manufacturing,6
365,321,Wood product manufacturing,6
366,3211,Sawmills and wood preservation,6
367,32111,Sawmills and wood preservation,6
368,321113,Sawmills,6
369,321114,Wood preservation,6
370,3212,"Veneer, plywood, and engineered wood product manufacturing",6
371,32121,"Veneer, plywood, and engineered wood product manufacturing",6
372,321211,Hardwood veneer and plywood manufacturing,6
373,321212,Softwood veneer and plywood manufacturing,6
374,321213,Engineered wood member (except truss) manufacturing,6
375,321214,Truss manufacturing,6
376,321219,Reconstituted wood product manufacturing,6
377,3219,Other wood product manufacturing,6
378,32191,Millwork,6
379,321911,Wood window and door manufacturing,6
380,322122,Newsprint mills,6
381,321912,"Cut stock, resawing lumber, and planing",6
382,321918,Other millwork (including flooring),6
383,32192,Wood container and pallet manufacturing,6
384,321920,Wood container and pallet manufacturing,6
385,32199,All other wood product manufacturing,6
386,321991,Manufactured home (mobile home) manufacturing,6
387,32213,Paperboard mills,6
388,321992,Prefabricated wood building manufacturing,6
389,321999,All other miscellaneous wood product manufacturing,6
390,322,Paper manufacturing,6
391,3221,"Pulp, paper, and paperboard mills",6
392,32211,Pulp mills,6
393,322110,Pulp mills,6
394,32212,Paper mills,6
395,322121,Paper (except newsprint) mills,6
396,322130,Paperboard mills,6
397,3222,Converted paper product manufacturing,6
398,32221,Paperboard container manufacturing,6
399,322211,Corrugated and solid fiber box manufacturing,6
400,322212,Folding paperboard box manufacturing,6
401,322214,"Fiber can, tube, drum, and similar products manufacturing",6
402,322221,Coated and laminated packaging paper manufacturing,6
403,322213,Setup paperboard box manufacturing,6
404,322215,Nonfolding sanitary food container manufacturing,6
405,32222,Paper bag and coated and treated paper manufacturing,6
406,322223,Coated paper bag and pouch manufacturing,6
407,322224,Uncoated paper and multiwall bag manufacturing,6
408,322225,Laminated aluminum foil manufacturing for flexible packaging uses,6
409,322226,Surface-coated paperboard manufacturing,6
410,32223,Stationery product manufacturing,6
411,322231,Die-cut paper and paperboard office supplies manufacturing,6
412,322222,Coated and laminated paper manufacturing,6
413,322232,Envelope manufacturing,6
414,322233,"Stationery, tablet, and related product manufacturing",6
415,32229,Other converted paper product manufacturing,6
416,322291,Sanitary paper product manufacturing,6
417,322299,All other converted paper product manufacturing,6
418,323,Printing and related support activities,6
419,3231,Printing and related support activities,6
420,323110,Commercial lithographic printing,6
421,32311,Printing,6
422,323111,Commercial gravure printing,6
423,323112,Commercial flexographic printing,6
424,323113,Commercial screen printing,6
425,323114,Quick printing,6
426,323116,Manifold business forms printing,6
427,323117,Books printing,6
428,323118,"Blankbook, looseleaf binders, and devices manufacturing",6
429,323122,Prepress services,6
430,323115,Digital printing,6
431,323119,Other commercial printing,6
432,32312,Support activities for printing,6
433,323121,Tradebinding and related work,6
434,3241,Petroleum and coal products manufacturing,6
435,324110,Petroleum refineries,6
436,32412,"Asphalt paving, roofing, and saturated materials manufacturing",6
437,324199,All other petroleum and coal products manufacturing,6
438,324,Petroleum and coal products manufacturing,6
439,32411,Petroleum refineries,6
440,324121,Asphalt paving mixture and block manufacturing,6
441,324122,Asphalt shingle and coating materials manufacturing,6
442,32419,Other petroleum and coal products manufacturing,6
443,324191,Petroleum lubricating oil and grease manufacturing,6
444,325,Chemical manufacturing,6
445,3251,Basic chemical manufacturing,6
446,32511,Petrochemical manufacturing,6
447,325110,Petrochemical manufacturing,6
448,32512,Industrial gas manufacturing,6
449,325120,Industrial gas manufacturing,6
450,32513,Synthetic dye and pigment manufacturing,6
451,325131,Inorganic dye and pigment manufacturing,6
452,325132,Synthetic organic dye and pigment manufacturing,6
453,32518,Other basic inorganic chemical manufacturing,6
454,325181,Alkalies and chlorine manufacturing,6
455,325182,Carbon black manufacturing,6
456,325188,All other basic inorganic chemical manufacturing,6
457,32519,Other basic organic chemical manufacturing,6
458,325191,Gum and wood chemical manufacturing,6
459,325192,Cyclic crude and intermediate manufacturing,6
460,325193,Ethyl alcohol manufacturing,6
461,325199,All other basic organic chemical manufacturing,6
462,3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",6
463,32521,Resin and synthetic rubber manufacturing,6
464,325211,Plastics material and resin manufacturing,6
465,325212,Synthetic rubber manufacturing,6
466,32522,Artificial and synthetic fibers and filaments manufacturing,6
467,325221,Cellulosic organic fiber manufacturing,6
468,325222,Noncellulosic organic fiber manufacturing,6
469,3253,"Pesticide, fertilizer, and other agricultural chemical manufacturing",6
470,325311,Nitrogenous fertilizer manufacturing,6
471,32531,Fertilizer manufacturing,6
472,325312,Phosphatic fertilizer manufacturing,6
473,325314,Fertilizer (mixing only) manufacturing,6
474,32532,Pesticide and other agricultural chemical manufacturing,6
475,325320,Pesticide and other agricultural chemical manufacturing,6
476,3254,Pharmaceutical and medicine manufacturing,6
477,32541,Pharmaceutical and medicine manufacturing,6
478,325411,Medicinal and botanical manufacturing,6
479,325412,Pharmaceutical preparation manufacturing,6
480,325413,In-vitro diagnostic substance manufacturing,6
481,325414,Biological product (except diagnostic) manufacturing,6
482,32551,Paint and coating manufacturing,6
483,3255,"Paint, coating, and adhesive manufacturing",6
484,325510,Paint and coating manufacturing,6
485,32552,Adhesive manufacturing,6
486,325520,Adhesive manufacturing,6
487,325611,Soap and other detergent manufacturing,6
488,3256,"Soap, cleaning compound, and toilet preparation manufacturing",6
489,32561,Soap and cleaning compound manufacturing,6
490,325612,Polish and other sanitation good manufacturing,6
491,325613,Surface active agent manufacturing,6
492,32562,Toilet preparation manufacturing,6
493,325620,Toilet preparation manufacturing,6
494,3259,Other chemical product and preparation manufacturing,6
495,32591,Printing ink manufacturing,6
496,325910,Printing ink manufacturing,6
497,32592,Explosives manufacturing,6
498,325920,Explosives manufacturing,6
499,325991,Custom compounding of purchased resins,6
500,326111,Plastics bag and pouch manufacturing,6
501,32599,All other chemical product and preparation manufacturing,6
502,325992,"Photographic film, paper, plate, and chemical manufacturing",6
503,325998,All other miscellaneous chemical product and preparation manufacturing,6
504,326,Plastics and rubber products manufacturing,6
505,3261,Plastics product manufacturing,6
506,32611,Plastics packaging materials and unlaminated film and sheet manufacturing,6
507,326112,Plastics packaging film and sheet (including laminated) manufacturing,6
508,326113,Unlaminated plastics film and sheet (except packaging) manufacturing,6
509,32612,"Plastics pipe, pipe fitting, and unlaminated profile shape manufacturing",6
510,32613,"Laminated plastics plate, sheet (except packaging), and shape manufacturing",6
511,326130,"Laminated plastics plate, sheet (except packaging), and shape manufacturing",6
512,326140,Polystyrene foam product manufacturing,6
513,32615,Urethane and other foam product (except polystyrene) manufacturing,6
514,326150,Urethane and other foam product (except polystyrene) manufacturing,6
515,32616,Plastics bottle manufacturing,6
516,326121,Unlaminated plastics profile shape manufacturing,6
517,326122,Plastics pipe and pipe fitting manufacturing,6
518,32614,Polystyrene foam product manufacturing,6
519,326160,Plastics bottle manufacturing,6
520,32619,Other plastics product manufacturing,6
521,326191,Plastics plumbing fixture manufacturing,6
522,326192,Resilient floor covering manufacturing,6
523,326212,Tire retreading,6
524,326199,All other plastics product manufacturing,6
525,327112,"Vitreous china, fine earthenware, and other pottery product manufacturing",6
526,3262,Rubber product manufacturing,6
527,327113,Porcelain electrical supply manufacturing,6
528,32621,Tire manufacturing,6
529,326211,Tire manufacturing (except retreading),6
530,32622,Rubber and plastics hoses and belting manufacturing,6
531,326220,Rubber and plastics hoses and belting manufacturing,6
532,32629,Other rubber product manufacturing,6
533,32712,Clay building material and refractories manufacturing,6
534,326291,Rubber product manufacturing for mechanical use,6
535,327,Nonmetallic mineral product manufacturing,6
536,326299,All other rubber product manufacturing,6
537,3271,Clay product and refractory manufacturing,6
538,32711,"Pottery, ceramics, and plumbing fixture manufacturing",6
539,327111,Vitreous china plumbing fixture and china and earthenware bathroom accessories manufacturing,6
540,327121,Brick and structural clay tile manufacturing,6
541,327122,Ceramic wall and floor tile manufacturing,6
542,327124,Clay refractory manufacturing,6
543,3272,Glass and glass product manufacturing,6
544,327123,Other structural clay product manufacturing,6
545,32721,Glass and glass product manufacturing,6
546,327211,Flat glass manufacturing,6
547,327125,Nonclay refractory manufacturing,6
548,327215,Glass product manufacturing made of purchased glass,6
549,3273,Cement and concrete product manufacturing,6
550,32731,Cement manufacturing,6
551,327310,Cement manufacturing,6
552,32732,Ready-mix concrete manufacturing,6
553,327320,Ready-mix concrete manufacturing,6
554,327212,Other pressed and blown glass and glassware manufacturing,6
555,327213,Glass container manufacturing,6
556,32733,"Concrete pipe, brick, and block manufacturing",6
557,327331,Concrete block and brick manufacturing,6
558,327332,Concrete pipe manufacturing,6
559,32739,Other concrete product manufacturing,6
560,327390,Other concrete product manufacturing,6
561,32741,Lime manufacturing,6
562,3274,Lime and gypsum product manufacturing,6
